0	0.005
0.01	0.005
0.02	0.005
0.03	0.005
0.04	0.005
0.05	0.005
0.06	0.005
0.07	0.005
0.08	0.005
0.09	0.005
0.1	0.005
0.11	0.005
0.12	0.005
0.13	0.005
0.14	0.005
0.15	0.005
0.16	0.005
0.17	0.005
0.18	0.005
0.19	0.005
0.2	0.00499999
0.21	0.00499999
0.22	0.00499999
0.23	0.00499999
0.24	0.00499999
0.25	0.00499999
0.26	0.00499999
0.27	0.00499999
0.28	0.00499999
0.29	0.00499999
0.3	0.00499999
0.31	0.00499999
0.32	0.00499999
0.33	0.00499999
0.34	0.00499999
0.35	0.00499998
0.36	0.00499998
0.37	0.00499998
0.38	0.00499998
0.39	0.00499998
0.4	0.00499998
0.41	0.00499998
0.42	0.00499998
0.43	0.00499998
0.44	0.00499998
0.45	0.00499998
0.46	0.00499997
0.47	0.00499997
0.48	0.00499997
0.49	0.00499997
0.5	0.00499997
0.51	0.00499997
0.52	0.00499997
0.53	0.00499997
0.54	0.00499997
0.55	0.00499996
0.56	0.00499996
0.57	0.00499996
0.58	0.00499996
0.59	0.00499996
0.6	0.00499996
0.61	0.00499996
0.62	0.00499996
0.63	0.00499996
0.64	0.00499995
0.65	0.00499995
0.66	0.00499995
0.67	0.00499995
0.68	0.00499995
0.69	0.00499995
0.7	0.00499995
0.71	0.00499995
0.72	0.00499994
0.73	0.00499994
0.74	0.00499994
0.75	0.00499994
0.76	0.00499994
0.77	0.00499994
0.78	0.00499994
0.79	0.00499994
0.8	0.00499993
0.81	0.00499993
0.82	0.00499993
0.83	0.00499993
0.84	0.00499993
0.85	0.00499993
0.86	0.00499993
0.87	0.00499993
0.88	0.00499992
0.89	0.00499992
0.9	0.00499992
0.91	0.00499992
0.92	0.00499992
0.93	0.00499992
0.94	0.00499992
0.95	0.00499992
0.96	0.00499991
0.97	0.00499991
0.98	0.00499991
0.99	0.00499991
1	0.00499991
1.01	0.00499991
1.02	0.00499991
1.03	0.00499991
1.04	0.00499991
1.05	0.0049999
1.06	0.0049999
1.07	0.0049999
1.08	0.0049999
1.09	0.0049999
1.1	0.0049999
1.11	0.0049999
1.12	0.0049999
1.13	0.0049999
1.14	0.0049999
1.15	0.00499989
1.16	0.00499989
1.17	0.00499989
1.18	0.00499989
1.19	0.00499989
1.2	0.00499989
1.21	0.00499989
1.22	0.00499989
1.23	0.00499989
1.24	0.00499989
1.25	0.00499989
1.26	0.00499989
1.27	0.00499989
1.28	0.00499988
1.29	0.00499988
1.3	0.00499988
1.31	0.00499988
1.32	0.00499988
1.33	0.00499988
1.34	0.00499988
1.35	0.00499988
1.36	0.00499988
1.37	0.00499988
1.38	0.00499988
1.39	0.00499988
1.4	0.00499988
1.41	0.00499988
1.42	0.00499988
1.43	0.00499988
1.44	0.00499988
1.45	0.00499988
1.46	0.00499988
1.47	0.00499988
1.48	0.00499988
1.49	0.00499988
1.5	0.00499988
1.51	0.00499988
1.52	0.00499988
1.53	0.00499988
1.54	0.00499988
1.55	0.00499988
1.56	0.00499988
1.57	0.00499988
1.58	0.00499988
1.59	0.00499988
1.6	0.00499988
1.61	0.00499988
1.62	0.00499988
1.63	0.00499988
1.64	0.00499988
1.65	0.00499988
1.66	0.00499988
1.67	0.00499988
1.68	0.00499988
1.69	0.00499988
1.7	0.00499988
1.71	0.00499988
1.72	0.00499988
1.73	0.00499988
1.74	0.00499988
1.75	0.00499988
1.76	0.00499988
1.77	0.00499988
1.78	0.00499988
1.79	0.00499988
1.8	0.00499988
1.81	0.00499988
1.82	0.00499988
1.83	0.00499988
1.84	0.00499988
1.85	0.00499989
1.86	0.00499989
1.87	0.00499989
1.88	0.00499989
1.89	0.00499989
1.9	0.00499989
1.91	0.00499989
1.92	0.00499989
1.93	0.00499989
1.94	0.00499989
1.95	0.00499989
1.96	0.00499989
1.97	0.00499989
1.98	0.0049999
1.99	0.0049999
2	0.0049999
2.01	0.0049999
2.02	0.0049999
2.03	0.0049999
2.04	0.0049999
2.05	0.0049999
2.06	0.0049999
2.07	0.0049999
2.08	0.00499991
2.09	0.00499991
2.1	0.00499991
2.11	0.00499991
2.12	0.00499991
2.13	0.00499991
2.14	0.00499991
2.15	0.00499991
2.16	0.00499991
2.17	0.00499992
2.18	0.00499992
2.19	0.00499992
2.2	0.00499992
2.21	0.00499992
2.22	0.00499992
2.23	0.00499992
2.24	0.00499992
2.25	0.00499993
2.26	0.00499993
2.27	0.00499993
2.28	0.00499993
2.29	0.00499993
2.3	0.00499993
2.31	0.00499993
2.32	0.00499993
2.33	0.00499994
2.34	0.00499994
2.35	0.00499994
2.36	0.00499994
2.37	0.00499994
2.38	0.00499994
2.39	0.00499994
2.4	0.00499994
2.41	0.00499995
2.42	0.00499995
2.43	0.00499995
2.44	0.00499995
2.45	0.00499995
2.46	0.00499995
2.47	0.00499995
2.48	0.00499995
2.49	0.00499996
2.5	0.00499996
2.51	0.00499996
2.52	0.00499996
2.53	0.00499996
2.54	0.00499996
2.55	0.00499996
2.56	0.00499996
2.57	0.00499996
2.58	0.00499997
2.59	0.00499997
2.6	0.00499997
2.61	0.00499997
2.62	0.00499997
2.63	0.00499997
2.64	0.00499997
2.65	0.00499997
2.66	0.00499997
2.67	0.00499998
2.68	0.00499998
2.69	0.00499998
2.7	0.00499998
2.71	0.00499998
2.72	0.00499998
2.73	0.00499998
2.74	0.00499998
2.75	0.00499998
2.76	0.00499998
2.77	0.00499998
2.78	0.00499999
2.79	0.00499999
2.8	0.00499999
2.81	0.00499999
2.82	0.00499999
2.83	0.00499999
